Nombre,Valor
w_1_17_1_0,2.0
w_2_17_1_0,0.0
w_0_18_1_0,0.0
w_1_18_1_0,0.0
w_2_18_1_0,0.0
w_0_19_1_0,0.0
w_1_19_1_0,0.0
w_2_19_1_0,0.0
w_0_20_1_0,0.0
w_1_20_1_0,2.0
w_2_20_1_0,0.0
w_0_21_1_0,0.0
w_1_21_1_0,0.0
w_2_21_1_0,0.0
w_0_22_1_0,0.0
w_1_22_1_0,0.0
w_2_22_1_0,0.0
w_0_23_1_0,0.0
w_1_23_1_0,0.0
w_2_23_1_0,0.0
w_0_24_1_0,0.0
w_1_24_1_0,0.0
w_2_24_1_0,0.0
w_0_25_1_0,0.0
w_1_25_1_0,0.0
w_2_25_1_0,0.0
w_0_26_1_0,0.0
w_1_26_1_0,0.0
w_2_26_1_0,0.0
w_0_27_1_0,0.0
w_1_27_1_0,2.0
w_2_27_1_0,0.0
w_0_28_1_0,0.0
w_1_28_1_0,0.0
w_2_28_1_0,0.0
w_0_29_1_0,0.0
w_1_29_1_0,0.0
w_2_29_1_0,0.0
w_0_30_1_0,0.0
w_1_30_1_0,0.0
w_2_30_1_0,0.0
w_0_31_1_0,0.0
w_1_31_1_0,1.0
w_2_31_1_0,0.0
w_0_32_1_0,0.0
w_1_32_1_0,0.0
w_2_32_1_0,0.0
w_0_33_1_0,0.0
w_1_33_1_0,0.0
w_2_33_1_0,0.0
w_0_34_1_0,0.0
w_1_34_1_0,0.0
w_2_34_1_0,0.0
w_0_35_1_0,0.0
w_1_35_1_0,0.0
w_2_35_1_0,0.0
w_0_36_1_0,0.0
w_1_36_1_0,-0.0
w_2_36_1_0,0.0
w_0_37_1_0,0.0
w_1_37_1_0,0.0
w_2_37_1_0,0.0
w_0_38_1_0,0.0
w_1_38_1_0,0.0
w_2_38_1_0,0.0
w_0_39_1_0,0.0
w_1_39_1_0,0.0
w_2_39_1_0,0.0
w_0_0_2_0,0.0
w_1_0_2_0,2.0
w_2_0_2_0,0.0
w_0_1_2_0,0.0
w_1_1_2_0,0.0
w_2_1_2_0,0.0
w_0_2_2_0,0.0
w_1_2_2_0,2.0
w_2_2_2_0,0.0
w_0_3_2_0,0.0
w_1_3_2_0,0.0
w_2_3_2_0,0.0
w_0_4_2_0,0.0
w_1_4_2_0,0.0
w_2_4_2_0,0.0
w_0_5_2_0,0.0
w_1_5_2_0,2.0
w_2_5_2_0,0.0
w_0_6_2_0,0.0
w_1_6_2_0,0.0
w_2_6_2_0,0.0
w_0_7_2_0,0.0
w_1_7_2_0,2.0
w_2_7_2_0,0.0
w_0_8_2_0,0.0
w_1_8_2_0,0.0
w_2_8_2_0,0.0
w_0_9_2_0,0.0
w_1_9_2_0,0.0
w_2_9_2_0,0.0
w_0_10_2_0,0.0
w_1_10_2_0,0.0
w_2_10_2_0,0.0
w_0_11_2_0,0.0
w_1_11_2_0,0.0
w_2_11_2_0,0.0
w_0_12_2_0,0.0
w_1_12_2_0,2.0
w_2_12_2_0,0.0
w_0_13_2_0,0.0
w_1_13_2_0,0.0
w_2_13_2_0,0.0
w_0_14_2_0,0.0
w_1_14_2_0,0.0
w_2_14_2_0,0.0
w_0_15_2_0,0.0
w_1_15_2_0,2.0
w_2_15_2_0,0.0
w_0_16_2_0,0.0
w_1_16_2_0,0.0
w_2_16_2_0,0.0
w_0_17_2_0,0.0
w_1_17_2_0,2.0
w_2_17_2_0,0.0
w_0_18_2_0,0.0
w_1_18_2_0,0.0
w_2_18_2_0,0.0
w_0_19_2_0,0.0
w_1_19_2_0,0.0
w_2_19_2_0,0.0
w_0_20_2_0,0.0
w_1_20_2_0,2.0
w_2_20_2_0,0.0
w_0_21_2_0,0.0
w_1_21_2_0,0.0
w_2_21_2_0,0.0
w_0_22_2_0,0.0
w_1_22_2_0,0.0
w_2_22_2_0,0.0
w_0_23_2_0,0.0
w_1_23_2_0,0.0
w_2_23_2_0,0.0
w_0_24_2_0,0.0
w_1_24_2_0,0.0
w_2_24_2_0,0.0
w_0_25_2_0,0.0
w_1_25_2_0,0.0
w_2_25_2_0,0.0
w_0_26_2_0,0.0
w_1_26_2_0,0.0
w_2_26_2_0,0.0
w_0_27_2_0,0.0
w_1_27_2_0,1.0
w_2_27_2_0,0.0
w_0_28_2_0,0.0
w_1_28_2_0,0.0
w_2_28_2_0,0.0
w_0_29_2_0,0.0
w_1_29_2_0,0.0
w_2_29_2_0,0.0
w_0_30_2_0,0.0
w_1_30_2_0,0.0
w_2_30_2_0,0.0
w_0_31_2_0,0.0
w_1_31_2_0,1.0
w_2_31_2_0,0.0
w_0_32_2_0,0.0
w_1_32_2_0,0.0
w_2_32_2_0,0.0
w_0_33_2_0,0.0
w_1_33_2_0,0.0
w_2_33_2_0,0.0
w_0_34_2_0,0.0
w_1_34_2_0,0.0
w_2_34_2_0,0.0
w_0_35_2_0,0.0
w_1_35_2_0,0.0
w_2_35_2_0,0.0
w_0_36_2_0,0.0
w_1_36_2_0,1.0
w_2_36_2_0,0.0
w_0_37_2_0,0.0
w_1_37_2_0,0.0
w_2_37_2_0,0.0
w_0_38_2_0,0.0
w_1_38_2_0,0.0
w_2_38_2_0,0.0
w_0_39_2_0,0.0
w_1_39_2_0,0.0
w_2_39_2_0,0.0
w_0_0_0_1,-0.0
w_1_0_0_1,-0.0
w_2_0_0_1,-0.0
w_0_1_0_1,0.0
w_1_1_0_1,0.0
w_2_1_0_1,0.0
w_0_2_0_1,-0.0
w_1_2_0_1,-0.0
w_2_2_0_1,-0.0
w_0_3_0_1,0.0
w_1_3_0_1,0.0
w_2_3_0_1,0.0
w_0_4_0_1,0.0
w_1_4_0_1,0.0
w_2_4_0_1,0.0
w_0_5_0_1,-0.0
w_1_5_0_1,-0.0
w_2_5_0_1,-0.0
w_0_6_0_1,0.0
w_1_6_0_1,0.0
w_2_6_0_1,0.0
w_0_7_0_1,-0.0
w_1_7_0_1,-0.0
w_2_7_0_1,-0.0
w_0_8_0_1,0.0
w_1_8_0_1,0.0
w_2_8_0_1,0.0
w_0_9_0_1,0.0
w_1_9_0_1,0.0
w_2_9_0_1,0.0
w_0_10_0_1,0.0
w_1_10_0_1,0.0
w_2_10_0_1,0.0
w_0_11_0_1,0.0
w_1_11_0_1,0.0
w_2_11_0_1,0.0
w_0_12_0_1,-0.0
w_1_12_0_1,-0.0
w_2_12_0_1,-0.0
w_0_13_0_1,0.0
w_1_13_0_1,0.0
w_2_13_0_1,0.0
w_0_14_0_1,0.0
w_1_14_0_1,0.0
w_2_14_0_1,0.0
w_0_15_0_1,-0.0
w_1_15_0_1,-0.0
w_2_15_0_1,-0.0
w_0_16_0_1,0.0
w_1_16_0_1,0.0
w_2_16_0_1,0.0
w_0_17_0_1,-0.0
w_1_17_0_1,-0.0
w_2_17_0_1,-0.0
w_0_18_0_1,0.0
w_1_18_0_1,0.0
w_2_18_0_1,0.0
w_0_19_0_1,0.0
w_1_19_0_1,0.0
w_2_19_0_1,0.0
w_0_20_0_1,-0.0
w_1_20_0_1,-0.0
w_2_20_0_1,-0.0
w_0_21_0_1,0.0
w_1_21_0_1,0.0
w_2_21_0_1,0.0
w_0_22_0_1,0.0
w_1_22_0_1,0.0
w_2_22_0_1,0.0
w_0_23_0_1,0.0
w_1_23_0_1,0.0
w_2_23_0_1,0.0
w_0_24_0_1,0.0
w_1_24_0_1,0.0
w_2_24_0_1,0.0
w_0_25_0_1,0.0
w_1_25_0_1,0.0
w_2_25_0_1,0.0
w_0_26_0_1,0.0
w_1_26_0_1,0.0
w_2_26_0_1,0.0
w_0_27_0_1,-0.0
w_1_27_0_1,-0.0
w_2_27_0_1,-0.0
w_0_28_0_1,0.0
w_1_28_0_1,0.0
w_2_28_0_1,0.0
w_0_29_0_1,0.0
w_1_29_0_1,0.0
w_2_29_0_1,0.0
w_0_30_0_1,0.0
w_1_30_0_1,0.0
w_2_30_0_1,0.0
w_0_31_0_1,-0.0
w_1_31_0_1,-0.0
w_2_31_0_1,-0.0
w_0_32_0_1,0.0
w_1_32_0_1,0.0
w_2_32_0_1,0.0
w_0_33_0_1,0.0
w_1_33_0_1,0.0
w_2_33_0_1,0.0
w_0_34_0_1,0.0
w_1_34_0_1,0.0
w_2_34_0_1,0.0
w_0_35_0_1,0.0
w_1_35_0_1,0.0
w_2_35_0_1,0.0
w_0_36_0_1,-0.0
w_1_36_0_1,-0.0
w_2_36_0_1,-0.0
w_0_37_0_1,0.0
w_1_37_0_1,0.0
w_2_37_0_1,0.0
w_0_38_0_1,0.0
w_1_38_0_1,0.0
w_2_38_0_1,0.0
w_0_39_0_1,0.0
w_1_39_0_1,0.0
w_2_39_0_1,0.0
w_0_0_1_1,-0.0
w_1_0_1_1,-0.0
w_2_0_1_1,-0.0
w_0_1_1_1,0.0
w_1_1_1_1,0.0
w_2_1_1_1,0.0
w_0_2_1_1,-0.0
w_1_2_1_1,-0.0
w_2_2_1_1,-0.0
w_0_3_1_1,0.0
w_1_3_1_1,0.0
w_2_3_1_1,0.0
w_0_4_1_1,0.0
w_1_4_1_1,0.0
w_2_4_1_1,0.0
w_0_5_1_1,-0.0
w_1_5_1_1,-0.0
w_2_5_1_1,-0.0
w_0_6_1_1,0.0
w_1_6_1_1,0.0
w_2_6_1_1,0.0
w_0_7_1_1,-0.0
w_1_7_1_1,-0.0
w_2_7_1_1,-0.0
w_0_8_1_1,0.0
w_1_8_1_1,0.0
w_2_8_1_1,0.0
w_0_9_1_1,0.0
w_1_9_1_1,0.0
w_2_9_1_1,0.0
w_0_10_1_1,0.0
w_1_10_1_1,0.0
w_2_10_1_1,0.0
w_0_11_1_1,0.0
w_1_11_1_1,0.0
w_2_11_1_1,0.0
w_0_12_1_1,-0.0
w_1_12_1_1,-0.0
w_2_12_1_1,-0.0
w_0_13_1_1,0.0
w_1_13_1_1,0.0
w_2_13_1_1,0.0
w_0_14_1_1,0.0
w_1_14_1_1,0.0
w_2_14_1_1,0.0
w_0_15_1_1,-0.0
w_1_15_1_1,-0.0
w_2_15_1_1,-0.0
w_0_16_1_1,0.0
w_1_16_1_1,0.0
w_2_16_1_1,0.0
w_0_17_1_1,-0.0
w_1_17_1_1,-0.0
w_2_17_1_1,-0.0
w_0_18_1_1,0.0
w_1_18_1_1,0.0
w_2_18_1_1,0.0
w_0_19_1_1,0.0
w_1_19_1_1,0.0
w_2_19_1_1,0.0
w_0_20_1_1,-0.0
w_1_20_1_1,-0.0
w_2_20_1_1,-0.0
w_0_21_1_1,0.0
w_1_21_1_1,0.0
w_2_21_1_1,0.0
w_0_22_1_1,0.0
w_1_22_1_1,0.0
w_2_22_1_1,0.0
w_0_23_1_1,0.0
w_1_23_1_1,0.0
w_2_23_1_1,0.0
w_0_24_1_1,0.0
w_1_24_1_1,0.0
w_2_24_1_1,0.0
w_0_25_1_1,0.0
w_1_25_1_1,0.0
w_2_25_1_1,0.0
w_0_26_1_1,0.0
w_1_26_1_1,0.0
w_2_26_1_1,0.0
w_0_27_1_1,-0.0
w_1_27_1_1,-0.0
w_2_27_1_1,-0.0
w_0_28_1_1,0.0
w_1_28_1_1,0.0
w_2_28_1_1,0.0
w_0_29_1_1,0.0
w_1_29_1_1,0.0
w_2_29_1_1,0.0
w_0_30_1_1,0.0
w_1_30_1_1,0.0
w_2_30_1_1,0.0
w_0_31_1_1,-0.0
w_1_31_1_1,-0.0
w_2_31_1_1,-0.0
w_0_32_1_1,0.0
w_1_32_1_1,0.0
w_2_32_1_1,0.0
w_0_33_1_1,0.0
w_1_33_1_1,0.0
w_2_33_1_1,0.0
w_0_34_1_1,0.0
w_1_34_1_1,0.0
w_2_34_1_1,0.0
w_0_35_1_1,0.0
w_1_35_1_1,0.0
w_2_35_1_1,0.0
w_0_36_1_1,-0.0
w_1_36_1_1,-0.0
w_2_36_1_1,-0.0
w_0_37_1_1,0.0
w_1_37_1_1,0.0
w_2_37_1_1,0.0
w_0_38_1_1,0.0
w_1_38_1_1,0.0
w_2_38_1_1,0.0
w_0_39_1_1,0.0
w_1_39_1_1,0.0
w_2_39_1_1,0.0
w_0_0_2_1,-0.0
w_1_0_2_1,-0.0
w_2_0_2_1,-0.0
w_0_1_2_1,0.0
w_1_1_2_1,0.0
w_2_1_2_1,0.0
w_0_2_2_1,-0.0
w_1_2_2_1,-0.0
w_2_2_2_1,-0.0
w_0_3_2_1,0.0
w_1_3_2_1,0.0
w_2_3_2_1,0.0
w_0_4_2_1,0.0
w_1_4_2_1,0.0
w_2_4_2_1,0.0
w_0_5_2_1,-0.0
w_1_5_2_1,-0.0
w_2_5_2_1,-0.0
w_0_6_2_1,0.0
w_1_6_2_1,0.0
w_2_6_2_1,0.0
w_0_7_2_1,-0.0
w_1_7_2_1,-0.0
w_2_7_2_1,-0.0
w_0_8_2_1,0.0
w_1_8_2_1,0.0
w_2_8_2_1,0.0
w_0_9_2_1,0.0
w_1_9_2_1,0.0
w_2_9_2_1,0.0
w_0_10_2_1,0.0
w_1_10_2_1,0.0
w_2_10_2_1,0.0
w_0_11_2_1,0.0
w_1_11_2_1,0.0
w_2_11_2_1,0.0
w_0_12_2_1,-0.0
w_1_12_2_1,-0.0
w_2_12_2_1,-0.0
w_0_13_2_1,0.0
w_1_13_2_1,0.0
w_2_13_2_1,0.0
w_0_14_2_1,0.0
w_1_14_2_1,0.0
w_2_14_2_1,0.0
w_0_15_2_1,-0.0
w_1_15_2_1,-0.0
w_2_15_2_1,-0.0
w_0_16_2_1,0.0
w_1_16_2_1,0.0
w_2_16_2_1,0.0
w_0_17_2_1,-0.0
w_1_17_2_1,-0.0
w_2_17_2_1,-0.0
w_0_18_2_1,0.0
w_1_18_2_1,0.0
w_2_18_2_1,0.0
w_0_19_2_1,0.0
w_1_19_2_1,0.0
w_2_19_2_1,0.0
w_0_20_2_1,-0.0
w_1_20_2_1,-0.0
w_2_20_2_1,-0.0
w_0_21_2_1,0.0
w_1_21_2_1,0.0
w_2_21_2_1,0.0
w_0_22_2_1,0.0
w_1_22_2_1,0.0
w_2_22_2_1,0.0
w_0_23_2_1,0.0
w_1_23_2_1,0.0
w_2_23_2_1,0.0
w_0_24_2_1,0.0
w_1_24_2_1,0.0
w_2_24_2_1,0.0
w_0_25_2_1,0.0
w_1_25_2_1,0.0
w_2_25_2_1,0.0
w_0_26_2_1,0.0
w_1_26_2_1,0.0
w_2_26_2_1,0.0
w_0_27_2_1,-0.0
w_1_27_2_1,-0.0
w_2_27_2_1,-0.0
w_0_28_2_1,0.0
w_1_28_2_1,0.0
w_2_28_2_1,0.0
w_0_29_2_1,0.0
w_1_29_2_1,0.0
w_2_29_2_1,0.0
w_0_30_2_1,0.0
w_1_30_2_1,0.0
w_2_30_2_1,0.0
w_0_31_2_1,-0.0
w_1_31_2_1,-0.0
w_2_31_2_1,-0.0
w_0_32_2_1,0.0
w_1_32_2_1,0.0
w_2_32_2_1,0.0
w_0_33_2_1,0.0
w_1_33_2_1,0.0
w_2_33_2_1,0.0
w_0_34_2_1,0.0
w_1_34_2_1,0.0
w_2_34_2_1,0.0
w_0_35_2_1,0.0
w_1_35_2_1,0.0
w_2_35_2_1,0.0
w_0_36_2_1,-0.0
w_1_36_2_1,-0.0
w_2_36_2_1,-0.0
w_0_37_2_1,0.0
w_1_37_2_1,0.0
w_2_37_2_1,0.0
w_0_38_2_1,0.0
w_1_38_2_1,0.0
w_2_38_2_1,0.0
w_0_39_2_1,0.0
w_1_39_2_1,0.0
w_2_39_2_1,0.0
w_0_0_0_2,-0.0
w_1_0_0_2,-0.0
w_2_0_0_2,-0.0
w_0_1_0_2,0.0
w_1_1_0_2,0.0
w_2_1_0_2,0.0
w_0_2_0_2,-0.0
w_1_2_0_2,-0.0
w_2_2_0_2,-0.0
w_0_3_0_2,0.0
w_1_3_0_2,0.0
w_2_3_0_2,0.0
w_0_4_0_2,0.0
w_1_4_0_2,0.0
w_2_4_0_2,0.0
w_0_5_0_2,-0.0
w_1_5_0_2,-0.0
w_2_5_0_2,-0.0
w_0_6_0_2,0.0
w_1_6_0_2,0.0
w_2_6_0_2,0.0
w_0_7_0_2,-0.0
w_1_7_0_2,-0.0
w_2_7_0_2,-0.0
w_0_8_0_2,0.0
w_1_8_0_2,0.0
w_2_8_0_2,0.0
w_0_9_0_2,0.0
w_1_9_0_2,0.0
w_2_9_0_2,0.0
w_0_10_0_2,0.0
w_1_10_0_2,0.0
w_2_10_0_2,0.0
w_0_11_0_2,0.0
w_1_11_0_2,0.0
w_2_11_0_2,0.0
w_0_12_0_2,-0.0
w_1_12_0_2,-0.0
w_2_12_0_2,-0.0
w_0_13_0_2,0.0
w_1_13_0_2,0.0
w_2_13_0_2,0.0
w_0_14_0_2,0.0
w_1_14_0_2,0.0
w_2_14_0_2,0.0
w_0_15_0_2,-0.0
w_1_15_0_2,-0.0
w_2_15_0_2,-0.0
w_0_16_0_2,0.0
w_1_16_0_2,0.0
w_2_16_0_2,0.0
w_0_17_0_2,-0.0
w_1_17_0_2,-0.0
w_2_17_0_2,-0.0
w_0_18_0_2,0.0
w_1_18_0_2,0.0
w_2_18_0_2,0.0
w_0_19_0_2,0.0
w_1_19_0_2,0.0
w_2_19_0_2,0.0
w_0_20_0_2,-0.0
w_1_20_0_2,-0.0
w_2_20_0_2,-0.0
w_0_21_0_2,0.0
w_1_21_0_2,0.0
w_2_21_0_2,0.0
w_0_22_0_2,0.0
w_1_22_0_2,0.0
w_2_22_0_2,0.0
w_0_23_0_2,0.0
w_1_23_0_2,0.0
w_2_23_0_2,0.0
w_0_24_0_2,0.0
w_1_24_0_2,0.0
w_2_24_0_2,0.0
w_0_25_0_2,0.0
w_1_25_0_2,0.0
w_2_25_0_2,0.0
w_0_26_0_2,0.0
w_1_26_0_2,0.0
w_2_26_0_2,0.0
w_0_27_0_2,-0.0
w_1_27_0_2,-0.0
w_2_27_0_2,-0.0
w_0_28_0_2,0.0
w_1_28_0_2,0.0
w_2_28_0_2,0.0
w_0_29_0_2,0.0
w_1_29_0_2,0.0
w_2_29_0_2,0.0
w_0_30_0_2,0.0
w_1_30_0_2,0.0
w_2_30_0_2,0.0
w_0_31_0_2,-0.0
w_1_31_0_2,-0.0
w_2_31_0_2,-0.0
w_0_32_0_2,0.0
w_1_32_0_2,0.0
w_2_32_0_2,0.0
w_0_33_0_2,0.0
w_1_33_0_2,0.0
w_2_33_0_2,0.0
w_0_34_0_2,0.0
w_1_34_0_2,0.0
w_2_34_0_2,0.0
w_0_35_0_2,0.0
w_1_35_0_2,0.0
w_2_35_0_2,0.0
w_0_36_0_2,-0.0
w_1_36_0_2,-0.0
w_2_36_0_2,-0.0
w_0_37_0_2,0.0
w_1_37_0_2,0.0
w_2_37_0_2,0.0
w_0_38_0_2,0.0
w_1_38_0_2,0.0
w_2_38_0_2,0.0
w_0_39_0_2,0.0
w_1_39_0_2,0.0
w_2_39_0_2,0.0
w_0_0_1_2,-0.0
w_1_0_1_2,-0.0
w_2_0_1_2,-0.0
w_0_1_1_2,0.0
w_1_1_1_2,0.0
w_2_1_1_2,0.0
w_0_2_1_2,-0.0
w_1_2_1_2,-0.0
w_2_2_1_2,-0.0
w_0_3_1_2,0.0
w_1_3_1_2,0.0
w_2_3_1_2,0.0
w_0_4_1_2,0.0
w_1_4_1_2,0.0
w_2_4_1_2,0.0
w_0_5_1_2,-0.0
w_1_5_1_2,-0.0
w_2_5_1_2,-0.0
w_0_6_1_2,0.0
w_1_6_1_2,0.0
w_2_6_1_2,0.0
w_0_7_1_2,-0.0
w_1_7_1_2,-0.0
w_2_7_1_2,-0.0
w_0_8_1_2,0.0
w_1_8_1_2,0.0
w_2_8_1_2,0.0
w_0_9_1_2,0.0
w_1_9_1_2,0.0
w_2_9_1_2,0.0
w_0_10_1_2,0.0
w_1_10_1_2,0.0
w_2_10_1_2,0.0
w_0_11_1_2,0.0
w_1_11_1_2,0.0
w_2_11_1_2,0.0
w_0_12_1_2,-0.0
w_1_12_1_2,-0.0
w_2_12_1_2,-0.0
w_0_13_1_2,0.0
w_1_13_1_2,0.0
w_2_13_1_2,0.0
w_0_14_1_2,0.0
w_1_14_1_2,0.0
w_2_14_1_2,0.0
w_0_15_1_2,-0.0
w_1_15_1_2,-0.0
w_2_15_1_2,-0.0
w_0_16_1_2,0.0
w_1_16_1_2,0.0
w_2_16_1_2,0.0
w_0_17_1_2,-0.0
w_1_17_1_2,0.0
w_2_17_1_2,-0.0
w_0_18_1_2,0.0
w_1_18_1_2,0.0
w_2_18_1_2,0.0
w_0_19_1_2,0.0
w_1_19_1_2,0.0
w_2_19_1_2,0.0
w_0_20_1_2,-0.0
w_1_20_1_2,0.0
w_2_20_1_2,-0.0
w_0_21_1_2,0.0
w_1_21_1_2,0.0
w_2_21_1_2,0.0
w_0_22_1_2,0.0
w_1_22_1_2,0.0
w_2_22_1_2,0.0
w_0_23_1_2,0.0
w_1_23_1_2,0.0
w_2_23_1_2,0.0
w_0_24_1_2,0.0
w_1_24_1_2,0.0
w_2_24_1_2,0.0
w_0_25_1_2,0.0
w_1_25_1_2,0.0
w_2_25_1_2,0.0
w_0_26_1_2,0.0
w_1_26_1_2,0.0
w_2_26_1_2,0.0
w_0_27_1_2,-0.0
w_1_27_1_2,0.0
w_2_27_1_2,-0.0
w_0_28_1_2,0.0
w_1_28_1_2,0.0
w_2_28_1_2,0.0
w_0_29_1_2,0.0
w_1_29_1_2,0.0
w_2_29_1_2,0.0
w_0_30_1_2,0.0
w_1_30_1_2,0.0
w_2_30_1_2,0.0
w_0_31_1_2,-0.0
w_1_31_1_2,-0.0
w_2_31_1_2,-0.0
w_0_32_1_2,0.0
w_1_32_1_2,0.0
w_2_32_1_2,0.0
w_0_33_1_2,0.0
w_1_33_1_2,0.0
w_2_33_1_2,0.0
w_0_34_1_2,0.0
w_1_34_1_2,0.0
w_2_34_1_2,0.0
w_0_35_1_2,0.0
w_1_35_1_2,0.0
w_2_35_1_2,0.0
w_0_36_1_2,-0.0
w_1_36_1_2,-0.0
w_2_36_1_2,-0.0
w_0_37_1_2,0.0
w_1_37_1_2,0.0
w_2_37_1_2,0.0
w_0_38_1_2,0.0
w_1_38_1_2,0.0
w_2_38_1_2,0.0
w_0_39_1_2,0.0
w_1_39_1_2,0.0
w_2_39_1_2,0.0
w_0_0_2_2,-0.0
w_1_0_2_2,0.0
w_2_0_2_2,-0.0
w_0_1_2_2,0.0
w_1_1_2_2,0.0
w_2_1_2_2,0.0
w_0_2_2_2,-0.0
w_1_2_2_2,-0.0
w_2_2_2_2,-0.0
w_0_3_2_2,0.0
w_1_3_2_2,0.0
w_2_3_2_2,0.0
w_0_4_2_2,0.0
w_1_4_2_2,0.0
w_2_4_2_2,0.0
w_0_5_2_2,-0.0
w_1_5_2_2,-0.0
w_2_5_2_2,-0.0
w_0_6_2_2,0.0
w_1_6_2_2,0.0
w_2_6_2_2,0.0
w_0_7_2_2,-0.0
w_1_7_2_2,-0.0
w_2_7_2_2,-0.0
w_0_8_2_2,0.0
w_1_8_2_2,0.0
